Customer_ID,No_of_orders_placed,Category_of_customers,Maximum_bill,Minimum_bill,Last_order_placed_date,No_of_issues_raised,Customer_rating,Average_food_rating,Average_happiness_rating,Coupon_consumption_status,Coupons_offered,Premium_membership,Discount_percentage
CUS0x7e5f,197.0,Inactive,533.16,290.17,10/13/2016 04:15 PM,49,4,4,4,132,290,Yes,54
CUS0x2b46,143.0,Passive,1628.56,-99.0,04/14/2018 07:04 AM,3,5,3,3,143,186,No,40
CUS0x140a,246.0,Inactive,996.83,167.51,12/11/2015 06:48 PM,30,4,4,4,32,352,No,30
CUS0x950,9.0,Active,775.71,157.49,12/24/2020 09:39 PM,9,4,4,3,9,33,No,35
CUS0x145a,,Passive,3282.57,-99.0,12/17/2018 08:32 AM,16,,4,4,49,280,No,47
CUS0x230,121.0,Active,2851.09,153.23,01/01/2021 09:41 PM,,4,3,3,89,178,No,47
CUS0x60ae,44.0,Active,1176.62,202.37,08/18/2020 02:51 PM,29,2,4,3,44,76,No,46
CUS0x2630,5.0,Passive,2166.33,134.34,04/27/2018 11:32 PM,5,4,4,5,5,22,No,45
CUS0x3a3e,195.0,,1869.82,343.99,09/24/2020 03:43 AM,34,,4,4,90,264,No,31
CUS0x3a84,208.0,Inactive,1867.85,215.32,09/19/2015 09:49 PM,20,4,4,4,122,256,No,
CUS0x6681,46.0,Passive,521.02,163.61,11/06/2018 11:21 PM,21,4,5,4,25,62,No,27
CUS0xa22,143.0,Active,714.21,-99.0,03/21/2020 08:42 PM,24,4,4,4,74,226,No,30
CUS0x4e46,91.0,Passive,893.59,282.0,06/25/2019 10:33 PM,60,2,4,4,91,107,Yes,36
CUS0x46e6,213.0,Inactive,2041.67,331.12,,52,4,4,4,56,283,No,0
CUS0x1a13,143.0,Inactive,3066.28,310.19,07/14/2016 06:04 PM,27,4,4,2,134,195,No,36
CUS0x4f81,23.0,Active,2562.73,207.17,07/02/2020 04:06 PM,23,4,4,3,23,54,Yes,59
CUS0x475e,,,531.23,140.7,,,4,5,2,44,62,No,31
CUS0xbf4,60.0,Inactive,1915.43,203.0,,,4,4,4,49,86,No,31
CUS0x17a,158.0,Passive,622.0,132.52,02/18/2019 07:10 PM,25,,4,4,,234,No,48
CUS0x5e2e,35.0,Passive,668.88,163.71,09/04/2018 05:46 PM,10,4,1,5,35,65,No,26
CUS0x6b87,242.0,Inactive,608.33,110.72,08/07/2015 10:23 PM,15,4,3,4,130,302,Yes,57
CUS0xacf,107.0,Passive,2253.24,-99.0,10/11/2019 10:55 AM,13,4,5,2,96,165,No,39
CUS0x96d,236.0,Inactive,2419.45,174.25,12/04/2015 04:25 PM,,4,4,4,149,291,No,
CUS0x654b,102.0,Inactive,682.83,149.4,07/23/2016 11:43 PM,19,4,4,4,26,216,Yes,44
CUS0x6412,177.0,Inactive,1864.89,86.8,12/28/2017 08:24 AM,58,3,4,4,41,252,No,43
CUS0x3d18,246.0,Active,706.79,157.48,,58,4,4,3,80,343,Yes,44
CUS0x6e3e,85.0,Active,408.8,81.0,04/06/2020 04:41 AM,19,3,3,2,85,100,Yes,28
CUS0x6cfc,75.0,Inactive,435.86,106.0,10/30/2017 02:44 AM,59,4,4,3,75,101,No,24
CUS0x2c75,114.0,Passive,1336.07,113.1,,35,3,4,4,114,183,Yes,57
CUS0x26ac,37.0,Inactive,2932.09,-99.0,,37,,4,4,37,63,No,34
CUS0x6bc6,60.0,Passive,1300.07,203.0,07/07/2018 10:32 AM,7,2,4,4,44,73,No,30
CUS0x21a0,196.0,Inactive,2440.44,-99.0,09/10/2015 02:19 AM,42,,4,3,78,248,0,
CUS0x3e3c,94.0,Passive,2605.39,147.0,,,4,3,3,92,118,No,36
CUS0x6557,154.0,Active,3222.9,177.03,12/03/2020 09:11 PM,35,4,3,4,129,264,No,42
CUS0x1bc0,227.0,Passive,597.37,143.89,02/17/2019 03:24 AM,59,4,3,2,29,329,Yes,56
CUS0x69a9,93.0,Passive,1648.4,123.0,09/06/2019 02:09 PM,29,4,4,3,93,116,Yes,31
CUS0x586d,127.0,Inactive,1388.38,261.14,04/28/2016 01:19 AM,49,4,4,2,127,219,No,46
CUS0x2645,170.0,,1021.01,153.9,05/17/2020 01:12 AM,35,4,4,5,50,232,No,31
CUS0x155f,94.0,Inactive,778.5,197.0,,38,4,3,4,89,105,Yes,24
CUS0x7fec,187.0,Passive,2190.4,289.53,05/23/2019 07:47 PM,54,4,3,4,59,292,No,38
CUS0x2005,183.0,Passive,1971.09,299.18,10/07/2018 07:17 AM,10,4,4,4,162,285,No,39
CUS0x4fac,56.0,Inactive,1826.58,233.0,04/03/2016 01:26 PM,41,4,4,2,56,82,Yes,27
CUS0x4407,32.0,,3480.88,182.26,09/20/2017 02:27 AM,32,2,3,2,32,55,No,30
CUS0x31d0,244.0,,562.89,-99.0,,15,4,4,4,45,313,No,35
CUS0x7f75,92.0,Passive,1707.62,111.0,12/06/2019 02:54 AM,31,5,3,4,92,110,No,32
CUS0x783f,64.0,Inactive,1142.94,195.0,08/06/2017 08:49 AM,20,3,3,4,64,92,No,22
CUS0x3f37,160.0,Active,3542.81,330.57,06/22/2020 09:53 PM,10,5,3,4,157,263,No,40
CUS0x21c7,165.0,Passive,3317.46,191.78,,55,4,4,4,92,227,No,40
CUS0x70b6,55.0,Passive,1110.62,98.0,03/13/2018 03:16 AM,37,4,4,4,55,84,No,27
CUS0x37ff,244.0,Inactive,3580.53,-99.0,09/27/2015 02:58 AM,56,2,4,4,23,306,No,38
CUS0x34cc,,Inactive,976.6,114.0,01/25/2016 05:23 AM,50,4,4,3,78,104,No,23
CUS0x2a33,27.0,,1961.4,130.32,,27,4,4,3,27,59,No,46
CUS0x2281,,Passive,1906.28,91.22,06/17/2018 06:20 PM,20,4,3,4,92,248,No,32
CUS0x628d,146.0,Passive,2940.07,182.97,03/26/2019 02:57 PM,51,4,4,4,42,244,No,32
CUS0x6129,14.0,Passive,613.73,106.98,01/30/2019 01:01 PM,8,3,4,5,14,35,No,25
CUS0x673d,37.0,Inactive,3187.0,149.91,06/18/2017 06:25 PM,23,4,4,4,37,63,No,27
CUS0x45d9,,Inactive,2432.23,239.0,,36,4,1,3,67,129,No,28
CUS0x3476,218.0,Inactive,805.56,170.56,07/30/2017 08:25 AM,55,4,4,4,168,288,0,57
CUS0xcca,69.0,Inactive,1817.57,205.0,09/10/2016 03:59 AM,59,4,5,4,69,83,Yes,27
CUS0x291c,76.0,,2220.28,194.0,10/17/2015 07:24 PM,38,5,4,4,50,92,No,30
CUS0x746,35.0,Inactive,1793.05,153.87,,,4,4,4,35,65,No,20
CUS0x3e4,30.0,Active,1348.21,224.38,01/29/2021 08:42 PM,3,5,4,4,30,53,No,50
CUS0x4d64,240.0,,2942.39,231.71,12/28/2015 06:51 PM,50,2,2,4,44,333,Yes,40
CUS0x20e1,81.0,Inactive,1275.76,116.0,12/24/2015 01:59 AM,43,4,2,5,81,98,No,26
CUS0x7078,134.0,Passive,979.19,178.43,01/16/2019 12:55 AM,5,2,4,3,64,243,No,38
CUS0x74e4,99.0,Active,1326.13,183.0,03/26/2020 03:08 PM,26,4,4,3,64,118,Yes,54
CUS0x229c,6.0,Passive,1307.16,91.54,,6,5,5,4,6,18,No,-99
CUS0xf0d,188.0,Passive,2959.57,131.36,08/03/2018 11:21 PM,10,,4,4,126,278,No,44
CUS0x1e0b,142.0,,2884.58,202.92,02/18/2020 02:05 AM,13,4,3,5,122,258,No,32
CUS0x37c3,145.0,Passive,3252.69,132.88,04/12/2018 06:53 AM,44,4,5,4,55,244,No,49
CUS0x620c,62.0,Active,760.79,237.0,01/10/2020 10:03 PM,15,2,4,4,62,85,No,39
CUS0x6203,201.0,Inactive,2152.02,282.52,07/29/2016 12:17 AM,60,4,4,5,115,290,No,45
CUS0x4c46,202.0,Passive,1606.65,239.01,12/30/2018 09:01 AM,33,4,5,3,30,271,No,30
CUS0x7530,7.0,Inactive,3027.89,206.68,02/16/2017 07:11 AM,7,4,4,4,7,37,No,23
CUS0x5f6e,60.0,Active,478.11,134.0,07/09/2020 06:59 AM,37,4,4,5,57,81,No,28
CUS0x7c01,133.0,Passive,3350.0,179.41,06/22/2018 06:21 AM,33,4,3,4,84,177,Yes,50
CUS0x7dfb,105.0,Inactive,3081.34,172.9,07/31/2017 10:14 AM,37,4,2,4,105,194,Yes,55
CUS0x22f5,54.0,Inactive,669.79,142.0,10/19/2015 04:59 PM,3,4,4,3,54,81,No,33
CUS0x6584,95.0,Passive,435.42,109.0,11/27/2018 08:55 PM,60,4,3,5,95,110,No,22
CUS0x6a6d,144.0,Active,1659.32,335.48,01/27/2021 12:48 AM,18,4,4,4,61,228,No,48
CUS0x5cf9,198.0,Passive,2564.44,161.19,12/02/2018 07:07 PM,48,4,5,3,162,258,Yes,56
CUS0x681,189.0,Passive,2376.64,85.5,07/30/2019 06:19 PM,45,4,5,3,105,272,No,40
CUS0x52c,125.0,Inactive,2190.3,-99.0,11/17/2015 05:20 AM,22,2,4,4,98,200,No,33
CUS0x19e,117.0,Active,749.31,234.66,,1,4,1,3,117,203,Yes,42
CUS0x15dd,157.0,Inactive,1369.23,156.15,,48,3,4,3,30,274,Yes,46
CUS0x2305,156.0,Passive,2287.3,118.94,09/25/2019 10:58 PM,33,,4,4,56,229,Yes,41
CUS0x449,222.0,,1793.99,344.51,11/12/2020 06:03 PM,40,2,4,4,38,290,No,33
CUS0x6060,187.0,Inactive,1701.76,188.67,04/07/2016 05:20 AM,25,4,4,3,135,252,No,35
CUS0x2e9d,127.0,,2959.94,-99.0,01/09/2016 02:59 AM,53,,4,4,45,187,No,42
CUS0x658b,7.0,Passive,1308.29,177.79,03/18/2018 12:56 AM,7,4,4,2,7,41,Yes,45
CUS0x18ac,,Active,759.44,278.4,02/24/2021 04:27 PM,52,4,4,2,90,250,No,0
CUS0x2e3,,Passive,1688.74,321.39,,0,4,4,4,142,236,No,46
CUS0x728f,60.0,Passive,1100.15,210.0,09/27/2019 01:56 AM,32,3,4,2,44,74,No,33
CUS0x77f8,136.0,Passive,1137.0,272.92,06/27/2018 04:38 PM,27,4,2,5,74,251,No,38
CUS0x4224,201.0,Inactive,940.16,117.75,,9,4,4,2,117,292,No,41
CUS0x6130,231.0,Passive,3215.66,158.0,09/09/2019 08:20 AM,7,4,4,5,94,315,No,36
CUS0x178f,6.0,Passive,3020.56,219.07,09/01/2018 04:58 AM,,4,4,4,6,23,No,54
CUS0x1504,165.0,,822.22,92.64,05/05/2018 09:04 PM,,4,5,4,54,253,No,-99
CUS0x2f0f,33.0,Passive,610.18,75.52,03/08/2018 03:42 PM,22,4,4,2,33,55,Yes,33
CUS0x4b6b,74.0,Passive,1592.34,-99.0,12/05/2019 07:26 AM,,4,4,3,32,88,No,32
CUS0x701e,157.0,Inactive,3405.58,114.35,07/04/2015 10:24 PM,9,4,4,4,157,228,Yes,46
CUS0x2263,55.0,Inactive,668.47,247.0,11/15/2017 03:58 AM,20,4,4,4,55,81,No,33
CUS0x4b97,88.0,Inactive,1927.75,140.0,,25,4,4,4,58,115,No,32
CUS0x6e75,98.0,Inactive,1754.77,204.0,01/02/2016 10:54 PM,26,4,4,4,98,126,No,20
CUS0x770d,248.0,Active,1458.09,311.81,06/15/2020 10:58 PM,8,4,2,3,72,304,No,31
CUS0x5214,182.0,Inactive,1099.4,163.6,05/30/2016 08:01 PM,38,4,4,3,75,259,No,36
CUS0x267e,111.0,,2686.59,189.22,01/03/2017 01:52 PM,48,3,2,3,42,176,No,27
CUS0x430,150.0,Inactive,1330.96,111.72,11/19/2015 05:21 PM,27,4,4,4,43,263,No,35
CUS0x56b,91.0,Inactive,1836.33,286.0,,15,4,4,4,91,125,0,33
CUS0x5390,227.0,Passive,3067.43,266.24,05/03/2018 12:42 AM,27,4,2,4,44,305,No,33
CUS0x43e5,249.0,Active,2424.19,316.42,01/09/2021 12:23 AM,45,4,4,4,69,330,No,48
CUS0x14b5,,,1278.67,144.66,09/07/2018 11:01 AM,6,5,5,4,104,283,No,44
CUS0x55af,210.0,Inactive,662.0,98.6,10/14/2017 02:18 AM,46,4,5,4,30,273,No,40
CUS0x4edb,116.0,Inactive,2327.43,192.96,08/09/2017 09:13 PM,11,5,4,5,75,171,No,49
CUS0x34dc,,Inactive,3050.77,233.93,07/23/2016 07:54 AM,42,4,5,2,30,76,0,26
CUS0x43d9,59.0,Inactive,1128.84,198.0,09/09/2017 10:24 AM,48,4,5,4,59,93,No,21
CUS0x1948,,Passive,433.8,76.0,12/16/2019 08:41 AM,43,,5,4,76,97,No,27
CUS0x419a,165.0,Passive,3058.73,305.45,,29,4,4,3,55,260,No,30
CUS0xe34,165.0,Inactive,2029.3,168.77,11/11/2015 05:34 PM,34,4,1,5,34,231,No,-99
CUS0x37fa,114.0,Passive,3336.51,246.0,,51,3,4,4,91,174,0,39
CUS0x2ac1,99.0,Inactive,2388.35,-99.0,05/17/2016 06:03 PM,36,4,5,4,90,124,0,28
CUS0x6d6b,248.0,Inactive,3273.24,188.97,08/31/2015 09:02 AM,19,4,3,4,78,358,No,34
CUS0x1665,49.0,Passive,2752.98,171.11,,49,4,4,4,49,62,Yes,50
CUS0x46be,121.0,Passive,1769.85,298.02,06/22/2019 01:12 PM,44,4,4,4,48,176,No,40
CUS0xec2,,,3594.0,210.81,09/18/2020 04:11 PM,5,4,4,4,39,228,No,46
CUS0x5efd,122.0,Passive,685.46,109.31,12/10/2019 02:22 AM,0,4,4,4,113,184,No,45
CUS0x4a4d,,Passive,2113.39,221.74,11/22/2018 06:44 AM,12,,4,4,155,283,No,46
CUS0x70b9,245.0,Passive,1607.2,335.48,11/03/2018 10:04 PM,20,4,3,4,74,285,No,32
CUS0x59ca,124.0,Inactive,553.61,246.25,10/01/2017 11:59 PM,33,4,4,5,37,192,Yes,52
CUS0x3b3e,244.0,Inactive,3596.62,198.6,,36,4,5,4,88,327,No,32
CUS0x3e36,214.0,Inactive,2655.62,176.35,06/11/2016 11:26 AM,31,,4,5,22,256,Yes,50
CUS0x7bdc,99.0,Passive,551.27,246.0,12/25/2018 01:04 AM,42,4,4,4,99,131,No,25
CUS0x470f,23.0,Passive,2036.47,95.59,,,3,5,2,23,36,Yes,41
CUS0x63cd,161.0,Inactive,3284.88,98.29,05/18/2015 03:59 AM,56,4,4,4,161,277,No,39
CUS0x781e,142.0,Passive,2574.14,186.11,02/16/2019 06:40 AM,1,4,2,2,64,260,No,33
CUS0x255e,,Passive,3025.5,100.07,02/21/2018 04:24 PM,16,5,4,4,51,175,Yes,46
CUS0x5c92,161.0,Inactive,2489.92,98.94,06/24/2017 04:00 AM,57,4,2,4,117,209,No,47
CUS0x4037,99.0,Active,1573.84,190.0,05/14/2020 12:03 PM,52,4,4,4,,133,No,50
CUS0x14e,80.0,0,1121.7,-99.0,03/08/2016 01:34 AM,,4,4,4,80,101,No,29
CUS0x3e0a,31.0,Inactive,1093.65,90.68,09/03/2017 07:40 AM,17,3,3,5,31,44,No,28
CUS0x3737,52.0,Passive,1916.45,251.0,07/31/2019 10:08 AM,15,4,5,4,52,83,No,35
CUS0x1f5f,11.0,Inactive,2206.92,-99.0,06/14/2016 04:11 AM,8,4,4,4,11,44,Yes,24
CUS0x591f,125.0,Inactive,3009.33,187.95,10/14/2016 09:20 AM,24,5,4,4,45,188,No,44
CUS0x80ef,70.0,Active,2526.06,207.0,10/09/2020 11:00 PM,28,5,4,3,70,88,No,45
CUS0xa83,110.0,Passive,1423.34,245.57,12/17/2018 08:15 AM,42,3,2,4,37,166,No,38
CUS0x243c,10.0,Active,3346.26,204.79,05/29/2020 05:44 AM,10,4,5,2,10,33,Yes,49
CUS0xfd0,,Active,3539.65,107.29,12/05/2020 10:42 AM,13,3,4,4,41,72,Yes,42
CUS0x2788,85.0,Inactive,466.01,-99.0,,15,3,4,4,49,97,No,23
CUS0x18ec,203.0,Active,1194.97,333.65,05/09/2020 08:30 PM,43,4,4,4,92,298,Yes,45
CUS0x68a0,196.0,Inactive,1313.51,137.2,07/10/2017 10:55 PM,38,4,4,2,125,299,No,35
CUS0x74fd,183.0,Passive,999.03,337.47,05/16/2019 02:11 PM,44,4,4,4,105,298,No,38
CUS0x7bc0,248.0,Inactive,505.3,161.48,11/21/2017 07:56 PM,46,5,4,4,62,321,Yes,52
CUS0x6874,50.0,Passive,1306.83,88.88,12/30/2018 12:08 AM,31,3,5,4,30,71,No,42
CUS0x13b8,175.0,Passive,739.03,-99.0,06/21/2019 09:17 AM,23,3,4,4,144,279,No,43
CUS0x73b6,243.0,Inactive,579.5,90.81,01/11/2016 01:30 AM,50,3,3,2,32,350,No,28
CUS0x7d1a,155.0,Inactive,3635.74,183.83,02/16/2017 07:30 AM,18,4,3,4,147,212,No,41
CUS0x3e8,201.0,Passive,786.45,217.65,03/25/2019 05:29 AM,37,4,3,4,124,300,Yes,58
CUS0x55be,100.0,Inactive,1361.5,254.0,11/04/2017 11:13 AM,31,4,4,4,100,133,No,21
CUS0x6ff,189.0,Inactive,,134.12,01/30/2016 11:04 PM,17,4,4,4,154,253,No,44
CUS0x53cd,112.0,Inactive,2711.35,282.12,03/11/2016 05:00 PM,60,4,3,4,109,200,No,48
CUS0x7ac3,67.0,Inactive,1254.35,134.0,05/05/2016 11:19 AM,2,4,4,3,67,95,Yes,29
CUS0x616,124.0,Active,2172.99,158.53,01/07/2020 03:15 AM,2,,4,4,104,169,No,40
CUS0x1e1e,5.0,Passive,3478.95,129.61,11/26/2019 01:07 PM,5,,4,3,5,21,No,45
CUS0x76ad,103.0,Inactive,589.33,317.4,03/23/2016 06:51 PM,45,4,5,4,88,207,Yes,52
CUS0x347b,103.0,Inactive,1080.09,248.66,03/15/2016 06:20 PM,42,,4,4,39,171,No,49
CUS0x360b,144.0,Passive,2536.42,213.47,09/25/2018 05:02 PM,57,,3,3,79,209,No,46
CUS0x75dc,36.0,Active,770.26,91.47,06/07/2020 03:20 PM,36,4,4,3,36,53,No,39
CUS0x7000,75.0,Active,2558.4,131.0,06/03/2020 03:44 PM,45,4,4,4,33,110,No,45
CUS0x49ec,65.0,Passive,667.17,107.0,07/23/2019 05:33 AM,36,4,4,4,65,79,No,41
CUS0x4267,227.0,Inactive,900.8,153.03,,24,2,5,4,21,329,No,
CUS0x879,23.0,,2967.62,142.12,11/03/2015 04:37 AM,,,4,3,23,42,No,21
CUS0x46e5,80.0,Active,2262.1,167.0,06/28/2020 03:38 AM,35,4,4,4,52,102,No,48
CUS0x1c5a,50.0,Active,346.04,197.85,05/22/2020 06:13 AM,45,4,2,4,50,65,0,24
CUS0x227c,185.0,Inactive,2977.88,-99.0,09/05/2016 08:25 PM,60,,4,3,142,233,Yes,59
CUS0x8b7,45.0,Active,2682.51,120.31,,,4,4,5,45,62,No,58
CUS0x6051,175.0,Inactive,3559.48,151.66,01/12/2016 06:43 PM,42,3,4,4,129,277,No,44
CUS0x7048,229.0,Inactive,2791.75,247.3,10/06/2016 08:47 AM,44,2,4,3,30,331,No,30
CUS0x14b4,231.0,Passive,2039.61,176.98,01/05/2018 09:10 PM,,3,4,4,124,337,No,47
CUS0x4c4b,193.0,Inactive,1506.16,318.28,09/07/2015 07:08 AM,20,4,4,4,37,277,No,31
CUS0x3d1c,,Inactive,3571.99,170.15,09/18/2017 12:00 PM,44,4,4,4,170,331,No,0
CUS0x3ba0,114.0,Inactive,3084.79,221.07,05/12/2015 12:48 AM,,4,5,3,89,215,No,41
CUS0x3048,185.0,Passive,663.83,274.96,10/21/2019 07:56 AM,31,4,4,5,63,231,Yes,43
CUS0x50ee,188.0,Inactive,1086.28,285.73,10/10/2017 09:35 PM,44,3,3,2,145,275,Yes,52
CUS0x7c52,64.0,Inactive,2650.42,161.0,06/09/2015 09:46 AM,51,4,4,4,64,75,No,29
CUS0x44b0,16.0,Passive,743.7,148.35,,16,4,3,3,16,31,Yes,40
CUS0x34df,185.0,Inactive,1712.72,331.59,08/16/2015 09:06 AM,38,4,4,3,145,245,No,31
CUS0x3b46,23.0,Passive,3297.93,205.3,,8,4,4,5,23,52,No,58
CUS0x74c8,223.0,Passive,721.66,263.16,12/06/2018 01:30 PM,57,5,5,3,119,322,Yes,57
CUS0x24ac,11.0,Passive,1603.35,215.18,07/19/2019 10:11 AM,11,4,4,4,11,40,No,52
CUS0x8f9,222.0,Active,1088.43,273.64,08/10/2020 11:53 AM,,4,3,4,97,327,No,37
CUS0x40d4,209.0,Inactive,1525.33,106.68,01/16/2016 09:29 PM,49,4,4,2,153,297,No,31
CUS0x892,,0,1400.39,172.14,12/08/2019 05:51 AM,,4,4,4,120,236,Yes,44
CUS0x7eaf,249.0,Inactive,2536.84,133.36,01/28/2016 02:46 PM,16,4,4,4,138,294,No,38
CUS0x1c36,201.0,Inactive,1525.27,309.75,,,4,,3,123,301,Yes,40
CUS0x6373,213.0,Passive,2529.21,212.76,06/22/2018 09:40 PM,41,4,4,2,39,283,No,33
CUS0x568,240.0,Passive,3620.28,167.15,11/02/2019 09:02 PM,,5,2,4,33,291,No,31
CUS0x2619,133.0,Inactive,1105.59,-99.0,,20,4,3,4,133,192,No,34
CUS0x5550,23.0,Inactive,2718.69,122.35,11/12/2017 04:07 AM,1,4,3,2,23,47,No,31
CUS0x108e,11.0,Active,2072.01,189.9,05/30/2020 05:57 AM,11,3,,5,11,32,No,46
CUS0x2f4,,,2702.38,338.06,04/15/2018 05:06 PM,24,4,3,4,92,182,Yes,59
CUS0x4347,214.0,Active,718.58,157.93,,,,4,5,91,254,No,46
CUS0xd05,37.0,Inactive,1554.76,150.47,11/18/2015 06:25 AM,1,,1,4,37,59,Yes,34
CUS0x68b5,101.0,Inactive,3453.93,338.63,01/16/2017 12:02 PM,7,4,4,4,90,209,No,35
CUS0x71b7,75.0,Active,2667.94,279.0,09/06/2020 03:00 AM,15,2,4,5,75,97,Yes,44
CUS0x7e51,127.0,Active,1916.35,295.09,12/24/2020 08:50 AM,23,5,4,4,27,203,Yes,40
CUS0x5aa1,168.0,Inactive,1946.1,90.26,12/17/2017 03:09 PM,23,3,2,3,103,269,Yes,41
CUS0x23ff,203.0,Inactive,2175.68,-99.0,01/31/2016 10:18 AM,11,4,4,4,66,271,No,44
CUS0x218b,172.0,Inactive,504.65,93.98,,55,4,4,4,91,266,No,49
CUS0x63f4,154.0,Inactive,3326.28,160.67,10/23/2017 01:46 PM,27,5,4,5,41,236,No,41
CUS0x78f0,195.0,Active,3093.57,310.53,01/19/2021 01:48 PM,46,4,4,5,21,272,No,36
CUS0x4541,204.0,Inactive,3560.72,328.3,,59,4,4,2,59,308,No,32
CUS0x7237,105.0,Passive,1038.71,282.17,08/10/2019 03:23 AM,57,4,4,3,105,216,No,49
CUS0x5fc3,75.0,Active,2411.11,272.0,08/27/2020 02:07 AM,6,5,4,4,75,102,No,58
CUS0x2e51,166.0,Inactive,717.4,94.67,11/29/2017 01:25 AM,22,4,3,4,135,261,No,44
CUS0x43f5,,Passive,2907.14,106.16,,3,4,2,4,133,313,No,-99
CUS0x5a50,111.0,Active,769.91,320.62,09/18/2020 07:04 AM,18,4,4,4,37,202,No,45
CUS0x730f,233.0,Inactive,1093.82,267.18,06/05/2015 05:14 AM,41,4,4,3,62,282,Yes,52
CUS0x4b77,119.0,Inactive,1676.27,110.47,,23,4,3,4,119,160,No,33
CUS0x30ed,208.0,Inactive,1019.66,209.48,10/14/2015 11:53 PM,49,3,4,3,142,262,No,32
CUS0x8065,76.0,Passive,1531.68,86.0,09/24/2019 01:02 AM,16,4,1,4,76,106,No,44
CUS0x3a9a,247.0,Inactive,1497.64,142.36,10/13/2016 05:18 PM,22,4,3,3,133,346,No,
CUS0x3698,20.0,Passive,3566.35,105.57,02/06/2019 01:40 AM,16,4,5,4,20,51,No,57
CUS0x8171,20.0,Active,3078.18,174.29,02/09/2020 10:57 AM,20,4,4,4,20,36,No,50
CUS0x9a,167.0,Passive,2231.39,193.3,03/17/2018 09:29 AM,6,,4,3,91,255,0,30
CUS0x128f,129.0,Inactive,2072.87,324.89,01/29/2016 07:01 PM,29,4,4,4,129,189,No,49
CUS0x2842,140.0,,1397.44,312.05,10/24/2017 03:15 PM,,4,4,3,140,193,No,33
CUS0x7def,130.0,Passive,2248.27,250.76,02/20/2018 06:44 AM,9,2,4,2,79,189,No,20
CUS0x917,156.0,Inactive,2333.28,335.93,12/12/2015 08:20 PM,20,3,3,3,101,247,No,25
CUS0x3743,111.0,Inactive,2874.03,-99.0,,31,5,4,5,111,153,Yes,52
CUS0x66fa,113.0,Inactive,1777.45,186.15,03/11/2017 10:52 AM,32,4,3,4,113,157,Yes,59
CUS0xbed,20.0,Passive,1729.44,93.72,06/12/2018 12:46 AM,20,4,4,5,20,41,Yes,0
CUS0x55cb,41.0,Passive,1826.25,120.21,02/13/2018 12:38 PM,34,4,4,3,41,52,No,47
CUS0x696b,244.0,Inactive,2795.8,279.77,10/04/2016 07:58 PM,43,4,4,4,22,338,Yes,56
CUS0x5a7f,40.0,Passive,1898.42,85.5,06/28/2019 07:22 AM,38,4,2,2,40,70,No,56
CUS0x7259,51.0,Inactive,1920.49,249.0,12/10/2017 09:38 AM,51,4,2,3,51,67,No,34
CUS0x3016,82.0,Inactive,1484.2,102.0,,,4,4,4,50,102,No,20
CUS0x5eab,239.0,Inactive,856.49,91.35,10/19/2017 12:30 PM,30,4,4,4,88,319,No,36
CUS0x740a,183.0,Inactive,3310.43,85.65,02/06/2016 12:13 PM,18,4,3,4,114,273,No,46
CUS0x7be1,197.0,Active,2347.18,253.25,04/03/2020 10:06 AM,34,4,4,3,105,268,Yes,59
CUS0x6b23,167.0,Active,879.49,326.77,02/11/2021 04:41 AM,55,4,3,2,153,267,No,46
CUS0x4e83,97.0,Active,446.74,208.0,12/31/2020 02:42 AM,40,4,5,2,72,125,Yes,26
CUS0x36c6,172.0,Active,1361.79,104.58,,24,4,3,4,,261,0,33
CUS0x7fe4,49.0,Passive,3452.32,217.23,05/30/2018 09:27 PM,30,3,4,2,49,76,No,49
CUS0x24ba,158.0,Inactive,1143.03,232.29,06/06/2016 06:59 PM,28,5,3,4,86,250,No,32
CUS0x5733,147.0,Passive,3553.73,266.98,01/15/2019 08:44 PM,36,4,4,4,23,188,No,37
CUS0x265a,82.0,Passive,1981.4,222.0,04/18/2018 07:27 PM,15,4,5,2,82,102,No,0
CUS0x70a0,138.0,Active,461.54,146.99,09/26/2020 04:18 AM,34,4,3,2,87,183,Yes,44
CUS0x3e9a,230.0,Passive,3087.98,302.82,10/23/2019 10:23 PM,,4,4,3,40,288,No,36
CUS0x3495,,Inactive,,216.21,02/14/2017 08:20 AM,,2,4,4,55,265,Yes,53
CUS0x22e1,186.0,Passive,984.74,326.02,08/06/2019 11:16 PM,15,4,2,4,107,299,No,31
CUS0x79e0,111.0,Passive,3183.51,238.28,08/02/2018 03:16 AM,24,4,4,4,111,177,No,41
CUS0x4759,,Inactive,868.24,307.18,03/18/2016 12:22 AM,40,4,4,2,138,242,Yes,43
CUS0x26eb,,Passive,1727.3,-99.0,,43,4,4,3,45,177,No,34
CUS0x7447,31.0,Active,3577.87,83.71,11/13/2020 02:01 AM,29,4,5,5,31,43,No,45
CUS0x7213,145.0,Inactive,2774.28,184.21,12/22/2017 12:23 PM,18,3,4,4,145,262,No,40
CUS0x5ddf,125.0,Inactive,2307.91,301.22,10/18/2015 03:42 AM,12,4,3,3,44,202,Yes,51
CUS0x21ab,203.0,Active,3143.85,268.73,10/12/2020 09:36 AM,57,,4,4,107,293,0,33
CUS0x32b1,234.0,Active,706.5,-99.0,,44,4,3,4,160,294,No,48
CUS0x226e,227.0,Active,1764.49,130.67,02/25/2020 07:07 PM,27,4,4,3,79,281,0,41
